,username,status,gender,translated_occupation_category_encoded,age_group_encoded,filtered sentence,caption,y
4279, RDbradshaw,4,1,14,3,never judge book cover people never judge one side take time get know might see arent bad thought become good friends quick judge others look like think outside inside life short let good people go,man in black shirt and black shirt stands in front of traffic,1
4280, reason2believe,7,1,14,3,Im man values family honesty loyalty I want find somebody share next chapter life together Im looking friend share journey To travel snuggle go cabin Go long walks go coffee glass wine Dream future While I successful professional career life empty love family Im looking best friend partner lover I want love great woman sharing family life together I want find soul mate Im hopeless romantic,man in black shirt is standing in front of woman in black shirt and black hat,1
4281, regrandy,2,1,13,2,Im guy good heart self respect,man in black shirt is standing in front of store,1
4282, rejoykka1,4,0,2,0,Hello nice meet joy please like good love relationship please write back private email tell self ok thanks Re joy,man in black shirt and black shirt is standing in front of an urban archway,1
4283, rendywilliams323,7,1,3,2,Hello Rendy funny lively man want find special woman wish spend rest life,man in red shirt is standing on the edge of water,1
4284, Repoli887,7,1,9,3,Life simple folks make complicated Take time stop smell roses Do like like long doesnt hurt anyone else Think feelings others know taking Work hard play harder love hardest Love possible listen compromise Get voteit count make difference Take time pay forwarddo random act kindness weeklyI Seek Someone Open Outgoing,man in black shirt is standing in front of woman in black shirt and black hat,1
4285, Resem1991,4,1,14,2,I like walk beachi new internet look soul mate settle cos want settle future cos life short games let u know one games look special woman I love rest life,man in black shirt is standing in front of woman in black shirt and black hat,1
4286, reudone11,4,1,9,2,I like tell I start okay My name James living USA US military Am presently single I want spend rest life someone friendly honest caring trustworthy God fearing I find much peace tranquility Im athletic build mentally stable physically fit bunch laughs warm caring honest good listener God Fearing positive person I real easy person talk loving outgoing father I enjoy playing sax often leisure time I like going movies watching movies room Cabin I like swimming listening music watching football dance kind music I sing sailing going bowling also good cook I family oriented person love children would better find things It important build life stability security opportunity special person I hope share thoughts feelings experiences dreams fantasies offer best opportunities kid might included life mine special person children focus time I also enjoy job I really interested wanting know makes special person today I want know family background life experiences past relationships goals dreams interests anything else want tell,man in red shirt is sitting on bench in front of some trees,1
4287, Reynold,4,1,5,3,Well Im nicecaring straight forward loving man says whats mindI emotionalcaring loving person thats infatuated woman want true love toward beenIm cool headed lovable friendly kid associates people doesnt shy offI enjoy traveling ever I I enjoy reading much Nicholas Sparks Nora RobertsSteven King Dean KoontzHorror I never scuba dived I love snorkel swam stingrays dolphins I would love someday,man in black shirt is standing in front of woman in black shirt and black hat,1
4288, Rgarcia14,2,1,14,2,I like workout fish hunt outdoors camping sports Im honest man faithful lovable respectful passionate affection extremely romantic man I love cook take great care lady,man in black shirt is standing in front of group of people,1
4289, rica006,4,0,14,0,I fun girl loves laugh good time I sincere honest Caring God fearing lady I dont believe playing games life short deal drama I like try new things go exploring I enjoy life try take everything seriously,man in black shirt is standing in front of crowd,1
4290, ricard101,7,1,9,2,Im good talking I 45 years old romantic man Florida I brown eyes dark brown hair body average I live alone I children live home Im looking one night stand fling anything like,man in red shirt is walking down the street,1
4291, Rich,9,1,20,2,I open minded easy going man take good care soul matei love outdoor game like going gym working puzzles taking walks readingI two kids grow Kenneth 17years boy Jenny 15years divorce ex due fact cheat mei would like find someone passionate life I I good life point I would like find someone share rest life,man in red shirt is standing in front of group of people,1
4292, Richard1029,7,1,3,2,I someone unwavering resolve I determined well job determined successful career well make company I work competitive,man in black shirt is standing in front of store,1
4293, Richard11,2,1,14,2,I man great integrity quiet serene demeanor accords air mystery diffidence I go way serene wise observer human society I penchant remaining fray maintaining individuality,man in red shirt is walking down the street,1
4294, richard147,4,1,3,2,I serious finding best friend love second half kindred sprit woman I would feel loved comfortable woman I together timesthe rest life would love I It doesnt matter woman looks like Am working British Petroleum Company Engineering Manchester city United Kingdom I worked biggest vessels carry millions barrels crude 150 men boardim Engineer I work offshore Drilling oil high sea,man in black shirt and black shirt is standing in front of woman in black shirt,1
4295, richard1957,4,1,9,3,I say I sociable kind cheerful person good sense humor I like laugh fun Besides people laugh live longer Though hand I serious I reliable responsible person I open anyone I like help hard situations I honest sincere I hate lies I prefer tell truth I mind Besides I say I attentive caring tender sensitive man,man in black shirt is standing in front of building,1
4296, Richard40020,2,1,3,3,I goaloriented kindhearted positive communicative As friend I respectful reliable sincere always ready give supporting shoulder As partner I faithful honest devoted trustworthy I open whole world especially beloved Partner As man I romantic warm caring big heart full unspent Love And person friend partner man I make extremely happy,two girls are playing in the water,1
4297, richard48,4,1,9,2,Just let know seeking soul Possibly looking I energetic sociable person I Looking woman need Love woman tht Ready Loveda woman loving caring Im kind loyal honest loving caring understanding romantic I like music dancing movies fishing camping beach swimming traveling riding sports literature My personaity traits various sincere loving humble caring funny romantic understanding cheerful optimistic generous jump peoples affairs,man in black shirt is standing in front of store,1
4298, RichardCaldwell,2,1,9,3,I man integrity word honor Im human imperfect bound make mistakes Im looking someone wholl love I amaccept flaws weaknesses love unconditionally I hope meet love life finally settle downI also want make friends lasting relationships,man in black shirt is standing in front of woman in black shirt and black hat,1
4299, Richardcarrion,2,1,14,2,I discipline principle manlovingcaring serious mindedgood listenereasy going gentle manlooking serious minded woman well mature God fearing reliable personA woman substance working class woman integrity player set real relationship lead marriage I chosen typeshape colors serious minded caringlovingpassionate reliable woman ready relationship hesitate offer I right waiting LOVEYou reach yahoo idrichcarrion44yahoocom Thanks,two people are sitting on the ground with the sky,1
4300, Richardholdy,7,1,9,2,I loyalfriendly always supportive I work 32th infantryDiv US Army different camps world proud given privileged serve country USA,man in black shirt is standing in front of woman in black shirt and black hat,1
4301, Richardsmckein,7,1,9,3,Im single man Im open minded independent sociable I enjoy Cruising Sailing Walks beach I enjoy theater Willing travel required,man in black shirt is standing in front of woman in black shirt and black cap,1
4302, Richarho,7,1,3,3,I fun person make friends easily I love life love family still love share special lady Life lonely without someoneI person real comes life issues Am honestkind caringaffectionategood sense humoreasy goingfree thinkertrustworthy respect lives people,man in black shirt is standing in front of crowd,1
4303, richbradtk,7,1,9,2,I outgoing fun filled person I like explore world traveling different countries learning culture ambitions I also high ambitions I want good person every day I try something bring closer goal I want love share world woman dream I looking serious relationship love leading marriage Looking woman ready make happy positively charming funny romantic Lovely respect understanding,man in red shirt is walking down the street,1
4304, richie00,7,1,9,2,I man integrity purpose work us army medic always passionate doromantic heart filled love one woman man man loves extend care ever lacks iti work humanitarian love volunteeri enjoy sport special attractionslovingtrustworthy faithful maybe try know,man in red shirt is sitting on bench in front of large building,1
4305, richy0505,4,1,3,3,I easygoing person caring loving cool calm kind generous faithful honest discipline humble God fearing Im interested spiritual happiness material gain I try remain humble possible Im saint means It important I love childrenIm childlike love laugh joke keep things light count blessing I dont drink much dont hold one Its choice I dont judge want Lets talk But point life Im waiting total packagea companion friend loving woman l kind funloving person wishes meet someone qualities I would like someone passionate life wants take fullest someone cares people someone enjoys spending time showing affection partner someone likes pamper pampered someone likes laugh,man in black shirt is smiling with her hair on her head,1
4306, rickybrain18,7,1,14,2,It hard describe I sure people I guess best way put I genuine person huge heart I family oriented I looking someone strong family values I looking lady whole extension word selfconfindent intelligent strong clear values ideals compatible mine course I could excellent communication free obstacles totally open based mutual confidence solid relationship exists intimacy mutual knowledge feelings capacities limits etc In words I think I looking someone share life Feel free email interested let embark blissful jorney love friendship companionship,group of people are sitting on the sidewalk,1
4307, ridgway167,4,1,5,2,I dont know start guess would give try I easy going man wonderful sense humorI raised good morals values Im earth humble personIm curious ambitious honest trustworthy kind shy nice full humor express feelings like joke,man in black shirt is standing in front of crowd,1
4308, Righttime007,4,0,2,0,nice baby girl looking nice man open hearti nice baby girl looking nice man open hearti nice baby girl looking nice man open hearti nice baby girl looking nice man open heart,two girls are playing in the grass,1
4309, rikcey887,7,1,8,2,I simple man honest interesting personality I speak English language love go beach watch ocean tide like play golf meet new people like go camping fishing hiking swimming Im looking soul mate woman hear love loved woman call wife like hard working woman good sense humor share jokes lot laugh hate lies women like take advantage men loved hate unfaithful woman woman time always busy want happy life lovely caring womanI love read novels like Daniel steal Mario puzzoI like pop Country musicI dog pet closest friend,man in black shirt is standing in front of crowd,1
4310, rincenow12,7,1,9,1,sergenti make friend real people see happen nexti unble easy goingi might somehow busy jobmy fb Scharton Rincereal woman ready serious relationship welcome join facebook,man in red shirt is standing next to the camera,1
4311, Robberto10,2,1,3,2,Am friendly caring hardworking man like travelling like animals like cooking Am romantic Am outgoing AM looking soulmate,man in black shirt is sitting on bench,1
4312, robcaslen314,7,1,9,3,widower hear searching good woman love owni hope meet new friends good people happy join wonderful site hope fun heream hard working man high seance humor like woman,man in black shirt is standing in front of woman in black shirt and black hat,1
4313, robenwiesinger,2,1,14,3,Am God fearing man looking God fearing woman,man in black shirt is standing in front of store,1
4314, robert,2,1,14,3,I point life I value appreciate simplicity enjoy balanced stress free life If may compatible partners I longer chase big things life like newest models cars big houses Instead I time actually live life I open minded humble reliable I enjoy exploring world foreign cultures meeting locals I much interested meeting soulmate share life someone honest trustworhy strong moral values I live anywhere world right person prefer sunny warm climate Keep Glass way half full attitude I fortunate life enjoy everything life offer My world comfort zone really expanded past years I travel world business great fortune meet make friends many different countries DISTANCE IS NEVER A PROBLEM TO ME If I learned nothing else I learned people problems governments problems governments Ive also learned moderation things stay shape keep Happy Attitude like around others enjoy life want happy soulmateWhy drop contact willing know Find interesting,man in black shirt is smiling at the camera,1
4315, robert76,2,1,1,1,I socialCaring considerate fun friendly earth man great good sense humor,man in black shirt and black shirt is standing in front of woman in black shirt and black shirt,1
4316, robertgayken,4,1,9,2,single kidslooking right woman meage distance problem,man in black shirt is standing in front of crowd,1
4317, robertk0766,0,1,5,2,Ive lived country contractor including NC SC GA KS CA VT MA currently living working Ghana Africa country working Bridge project In places Ive lived thing I look people genuine I pretty good idea I importantly comfortable,man in black shirt is standing in front of store,1
4318, robertkirk,7,1,1,3,easy going type God caring heart caregiver less privileges orphans around world seriously looking honest woman build new family together happy together rest life,man in black shirt is sitting on bench with her eyes on his head,1
4319, robertray,7,1,3,1,I love doors love go long walks live life fullestAnd love caring personwhen get know meyou know talking,two girls are sitting on the edge of the water,1
4320, robertsanders,7,1,9,2,Love care kind every one,man in red shirt and black shorts stands in front of building,1
4321, robinpeter,2,1,3,2,Im nice God fearing man looking woman love,man in red shirt is standing in front of bus,1
4322, rocketson221,4,1,9,1,rickectson colins cool young man attractive I love friendly whit everyone I meet lifeI keep good people,man in black shirt is standing in front of woman in black shirt and black shirt,1
4323, rockyjohn1962,4,1,9,2,honest loving caring decent kind hearted considerate open minded understanding loyal self confident intellectual trust worthy earth every one life generous laugh one make people happy lifely easy going looking serious relationship,man in red shorts is walking along the beach,1
4324, rodriguezjohnson,7,1,9,0,I cant say mucham lovingcaringhard working great sense humouri need someone take I I dnt want someone dramatican independenthardworking loving woman seekingam romantic like cuddling womanmaking laugh always outmost priority,man in black shirt is sitting on bench in front of large building,1
4325, rogerh,4,0,14,1,I want spend time loving person missing cant wait get I want walk hand hand leave love notes everywhere Love noble act selfgiving offering trust faith loyalty The love lose part yet dont become less end complete loved ones I love touch touched I also love outdoors sports boating,man in black shirt is standing in front of crowd,1
4326, roland,4,1,3,2,looking decent lady I honest sincere affectionate person drama free clingy jealous confident I Hopefully share similar qualities,man in black shirt is standing in front of woman in black shirt and black hat,1
4327, ronnyl0ve,7,1,12,3,I supportive caring loyal tolerant characters humble honest understanding truthful Im passionate physical person would want mate deeply romantic optimistic hopeful wise amp smart,man in red shirt is standing in front of large building,1
4328, Rose23,4,0,14,1,I love poetry books walks beach cozy candlelight dinners I enjoy movies television music traveling desert quietness mountains ocean sunrises sunsets I comfortable jeans nice english suit A nonsmokerdrinker drugs dont need I live natural high I believe enjoying good life high I healthy attitude God Bible,two girls are sitting on the floor next to the camera,1
4329, roseg,4,0,2,0,I sensitive intelligent passionate affectionateloyal communicativereliable cleverly neat woman looking someone special share world potentially grow old I committed life living fullest growing person Having fun important I looking someone I share lifes experiences grow together faith love My ideal match someone zest lifesomeone laugh fun butand timehe responsible Someone I share strong physicial emotional connection In long term I believe essential share similar values excellent communication one another I love cook types food I one share meal withso I cook I would u like meal,two girls are playing in the water,1
4330, roselly12,4,0,2,0,Im seeking someone believes unity cooperation truth love dedication partnership trust God Someone knows love able recognize presentSomeone caught believing exist entertainedI need someone love understanding caring honest trustworthy man love respect faithful sincerity I need man would change life Spiritually mentally man knows reason came online search eachother wake text saying Goodmorinng Goodnight The man carry along everything everyday till finally meet eachother person dont want day message relations Long distance problem together make work If kind man games,two girls are playing in the grass,1
4331, Roselyn_hewton94,4,0,8,0,love listen music looking man whos ready take good care always love,two girls are playing in the grass,1
4332, Rosemaerylondon68,4,0,2,1,Textme321 4055050 I cheerful person I always believe best I happy life I kind reliable parents say I independentI want find man I inspire good better deeds lifeTextme321 4055050,two girls are playing in the street,1
4333, roses,4,0,2,0,roses namesingle never marriedvery honest sincerelooking real honest faithful love partner,man in red shirt is standing on the sidewalk,1
4334, rosey666,4,0,2,1,I kind caring considerate I good listener know heart others After one divorce I better understanding love man Everybody past It makes better experiences Lets memorize good things cherish right create cozy home together,woman in black shirt is standing on the edge of dock,1
4335, rosez444,4,0,8,1,Im looking stable relationship built trustcompromisehonesty lovel want family someone willing one,man in black shirt and beard with black hair stands in front of store,1
4336, Royal12,4,1,9,2,I nice friendly man likes meeting new people share similar interests,man in black shirt is standing in front of crowd,1
4337, royb,2,1,14,3,simple straight forward honest person I love finest things life like going cinema reading novels meeting new people studying peoples culture well traveling vacations,man in black shirt is standing in front of crowd,1
4338, ruben,2,1,14,3,Creative soul seeks mate Im fun loving easy going individual tries best person I I love laughing learning new things Work keeps really busy I always make time important happy loveableand handsome,man in black shirt is standing in front of woman in black shirt and black cap,1
4339, rubina065,4,0,2,0,Well I looking true LOVE I sweet hearted woman I optimistic nice friendly kind romantic funny Im active thoughtful serious lady loving heart sincere soul grace elegance passionate I little bit oldfashioned talking family family values I interested many things nothing exciting wonderful life I think I good person become caring wife person choose,two girls are sitting on the side of the street,1
4340, ruldany3,4,1,9,2,simple man value people around hope,man in red shirt is standing in front of group of people,1
4341, Ryan099,7,1,6,3,Am simple understanding person,man in black shirt is standing next to the camera,1
4342, ryan12,4,1,9,1,Am Sgt Ryan Benson name Am US military 10 Years presently Nigeria peace making mission save human lifes properties I gentle good man much giver taker someone passionate compassionate loyal endearinghonest honorable much kind man knows treat special woman visible viewsand I especially enjoy kinds water beachessailing swimmingI searching Soul mate rather someone intelligentspirited classy good good heart good mind In perfect date I think I would like share time good bottle wine picnic lunch outdoors I find Lovefriendship caring heart willing thing believes Love movement effusion advancement heart toward good The soul live without love relationship way bring hearts together ready go part world meet Soul mate Am easy going Christian man fear love God I see caring person great sense humor I earth decent loving responsible I respectable well mannered upbringingPeople say I cool funny,man in black shirt is standing in front of group of people,1
4343, ryan1966,7,1,3,2,I hard working fun loving guy reliable confident caring loving,man in black shirt is standing in front of bus,1
4344, ryanelliott,4,1,3,1,man overcomes gone breaks,man in black shirt and black shirt is standing in front of woman in black shirt and black shirt,1
4345, Ryanstern,4,1,2,0,I need faithful lady ready sponsor get married end give kids I promise remain faithful understand stand even dry days boast make sure matters,man in black shirt is standing in front of store,1
4346, sadity,7,0,9,1,I active cheerful woman I want find adventurer man real life man appreciate simple life together Waking kissing smiling good movie going together I caring loving girl My man never feel lonely loved I enjoy making surprises receive smile return,man in black shirt is standing in front of wooden bench,1
4347, safia,4,0,2,0,I earth fun loving personI romantic considerate sensitivei noticed life without loving man incompleteI enjoy good food good wine good conversation I lonely past years need someone loving honest caring Principle loveI would like find someone looking long term relationship The love loyalty affection given returned interest I open minded person judge In bedroom I adventurous open minded best suited someone also limited imagination I always consider partners feelings believe giving quality time I loyal partner friendi make man come life feel like true king isI hope find right one soon possible staying alone without love life affecting ways,man in black shirt is standing in front of crowd,1
4348, saintflor,4,0,9,0,single vibrant honest lady originally united state America work military,man in red shirt is sitting on bench,1
4349, Sake658,4,1,9,2,Am Sam single looking honest caring I dont lair cheat,man in red shirt is walking down the street,1
4350, SamaritanArmor,2,1,3,2,I honest trustful caring Heart dedications Religious Trustworthy loyaland like woman honest love dedication tooBecause best way love love like never hurt,man in black shirt is standing in front of store,1
4351, samcopper,4,1,9,2,My name Sam Copper Am From United State Military single man looking serious Relationship good woman,man in black shirt is sitting on bench with her hand in the air,1
4352, samduke,7,1,9,2,cool simple fear God love humanity,man in black shirt is standing in front of woman in black shirt and black hat,1
4353, samira4luv80,4,0,2,0,I woman High Moral Integrity Kind honest loving funny Supportive I woman soft heart loving caring honest compassionate affectionate I also believe God I live understanding life easy talk Am dependable Loyal I respect men lot drink smoke I generally happy person always try see best people I young heart lively energetic lots interests Im woman principles broadminded romantic love traveled lot Im independent selfsufficient,two girls are playing in the water,1
4354, Sammy,4,1,3,2,Am warm passionate person looking loving committed relationship searching special woman adore treat like KING thrive treating special woman like QUEEN I enjoy active breaking sweat well cuddling couch woman watch great movie,man in red shirt is sitting on bench in front of large building,1
4355, samuelwayne1975,0,1,1,1,samuel wayne illinois US really divorced kid truly needs real woman ready help manage emotions careand truly call searching saw profile really caught attention like get right need true love games yahoo mailbox address samuelwayne14yahoocom,man in black shirt and beard with beard and beard and woman in black shirt are standing in front of fountain,1
4356, sandra221,4,0,2,0,Am simple understanding one comes way identify Its easier said done one one contact tell better,two girls are sitting on bench in front of the water,1
4357, sandrababy4u,4,0,8,0,gentle woman love going church willing meet someone ready serious relationship like puzzle fix message iamsandracolls gmail dot com distance never problem,man in black shirt and beard with black hair is standing in front of wooden door,1
4358, Sandralee1,4,0,5,3,Dear Friend My name Mrs Sandra Lee I dying woman decided donate I order help needy I 57 years old I diagnosed cancer 9 years ago immediately death husband left inheritance,dog is running through the grass,1
4359, sandranance,4,0,14,0,easy going personseeking serious relationship,man in red shirt is sitting on bench in front of some trees,1
4360, sandreams,2,0,2,1,I positive thinking person upbeat always looking observing good life people surroundings I love laugh even simply cracking I firmly believe sense I give share spread much kindness possible knowing comes back way I passionate arts creating many shapes forms,man in black shirt and beard with black hair is standing in front of woman in black shirt and black shirt,1
4361, sandrjames,4,0,2,0,name sandra jamesi love meet good coolloyalhonest trust worthy man lover rest life,man in black shirt is standing in front of woman in black shirt,1
4362, sandyrivers,4,0,15,1,hello friendsi sandy rivers name love Facebook love chatting new friendsif love chat add happy chat methanks friends,man in black shirt and black shirt is standing in front of store,1
4363, santonio31,2,1,9,2,I would describe Intelligent patientsloyal kind love compassion passionate understandingsincerely honest I big heart easy going man sense honor creative humorous though relatively sane downtoearth,man in red shirt and black shorts is standing in front of an urban archway,1
4364, Sara4u,4,0,9,1,Am humble freedom fighter good character Am humble freedom fighter good character,man in red shirt is standing on the beach,1
4365, sarah11,4,0,14,0,nice caring woman emotional confident abilities produce always prepared worst work necessary tilt odds stronly believing expecting positive change modest hard working consistently sets firm goals like man respect care wife,man in red shirt is standing on the sidewalk,1
4366, sarah990,4,0,2,0,Cant say mucham intelligent girl great dreams I need serious partner show withage doesnt matter mei dont want dramatic guy I need someone love support melove going beach cos I great bodywatching moviesplaying games great sense humour taste fashion toohit ready,man in red shirt is walking along the side of mountain,1
4367, sarahahmed,4,0,6,1,nice good woman beauty look interested meet nice man,man in black shirt is standing in front of the water,1
4368, sarax123,4,0,15,0,Hello sara singleloyalhonest faithfulobedientunderstanding lovingcaringlove hangouttravel meet new people love pets dont smokei drink occasionally,two girls are playing in the street,1
4369, Sashaluv,4,0,4,0,simple woman earth purpose make friends locally international know many culture life styles people belong christian family dont discriminate one race religion christainity teach serve God,woman in black shirt and sunglasses is sitting on bench,1
4370, Schwartzhill,4,1,9,3,Open Minded Caring Respective Easy Going Compassionate Tender Loving Affectionate Trust Worthy Honest God Fearing,man in red shirt is sitting on bench in front of large building,1
4371, scott,4,1,3,2,I consider person thinks little another people I fun romantic kind loyal caring affectionate bright man A man doesnt care I easy going get along well people I spent life waiting living loving waiting Waiting one would inspire I live every expectation reach every goal know I may fail sometime I never alone waiting I looking life partner best friend lover A true woman affectionate passionate romantic faithful caring care rather kind sensitive needs love family Someone I laugh love cry share thoughts dreams A confident woman self absorbed I looking loyal faithful spiritual sensitive positive person needs able mentally intimate well physically intimate great sense humor,man in black shirt is standing in front of crowd,1
4372, scottwilliams,7,1,3,3,Hi Im looking someone fun honest share rest life things get know Im fun adventurous love many different things I dont smoke drink little occasionally The bar scene really I foodie love trying new places I like woman chivalrous handle business I love animals dog call Zimba Lol If thats issue please come along,man in black shirt is standing in front of bus,1
4373, Sdeborah12,4,0,2,0,I believe open communication standing truth honest integrity Honoring respecting high list I treat people way I like treated I believe comes around goes around I compassionate person I looking man truly love one I call TRUE LOVE respect eachother always,man in black shirt is standing in front of an umbrella,1
4374, sealord123rose,4,1,14,2,Am honest caring open minded seeking something serious caring honest lady,man in red shirt is sitting on bench in front of some trees,1
4375, sebrina,7,0,4,2,I AM A WOMAN WORKING IN THE BANK WITH HONESTY AND CARING,man in red shirt is walking down the street,1
4376, seek4love,4,0,8,0,I thank visiting page I like create coziness I know cook well I lead healthy lifestyle I like travel I like good music arts I take care pets Im bit strict hate lies I dont mind change place residence,two girls are playing in the street,1
4377, Seeking4drightone,2,1,1,2,AM A SIMPLE MINDED MAN WITH A GOOD AND LOVING HEART OF GOLDSEEKING AND SEARCHING FOR MY SOULMATESOME TO BE HAPPY WITH FOR THE REST OF MY LIFEHOPEFULLY I WILL BE LUCKY TO MEET HER ON HERE LOOKING A GOOD AND A GENTLE WOMANSOMEONE TO CALL MINE AND SOMEONE TO SPEND THE REST OF MY LIFE WITH HAPPILY,man in red shirt is sitting on bench in front of some trees,1
4378, Seekingforlove2,4,0,14,0,I Michel Nacogdoches Texas I would love meet lovingcaring passionate understanding trustful truthful honest man spend rest life love love I love I consider loving woman I love surrounded people good sense humor I humble kind respectful charismatic I familyoriented wellmannered I think life must enjoyed fullest I ready meet man successful true gentleman knows treat real lady A man leader downtoearth wants settle start new life next also mail Terrymichel20gmailcom,man in red shirt is sitting on bench in front of large building,1
4379, seekluv,4,0,8,0,Hi Im caring lady like enjoy life take everything Im active dynamic person I charming serious sometimes I capricious like sweet little kid take I,man in black shirt is sitting on bench in front of an umbrella,1
4380, seeksoul,7,1,6,2,Am earth good sense humor well understandingloving caring person loves make people around smileam gimmicks life short head games pranks If youre real dont hesitate send message,man in black shirt is standing in front of building,1
4381, sele4,4,0,2,0,single looking friendship love miss selena,man in black shirt is sitting on bench with her eyes on his head,1
4382, selena,4,0,2,0,simple lady really know love,man in red shirt is standing in front of crowd,1
4383, semira,4,0,2,1,I ready serious relationship I really look forward starting right person,man in black shirt and beard with black hair is standing in front of crowd,1
4384, sergio0054,7,1,9,3,I honest sincere person takes life easei loving caringjovial kindI want partner love shall build world happiness togetherI seek perfection nobody perfect,man in black shirt is standing in front of shelves of people,1
4385, seriouscuty,4,0,2,0,single caucasian blonde 5ft tall caring honest good sense humour,man in red shirt is standing in front of crowd,1
4386, sexygirl,4,0,14,0,Hi I looking good man honest kind oh u mr smartass u play game dont botter urslf contact txt coz I wont reply u age matter much u real serious good woman ur lifegood thing meet good people u layer u send 9 ten 3 zoro 2 86 three nineu talk u u lol,two girls are playing in the grass,1
4387, sexyicon,4,0,14,0,I lovely lady I need God fearing man rest life,man in black shirt and sunglasses is standing in front of bus,1
4388, sexymind,4,0,14,0,I easy going lady looking responsible honest caring loving man good life,man in black shirt is sitting on bench with her eyes on his head,1
4389, SgtAmyJane,2,0,9,0,I fun girl loves laugh good time I sincere honest Caring God fearing lady I dont believe playing games life short deal drama I like try new things go exploring I enjoy life try take everything seriously,man in red shirt is walking down the street,1
4390, sgtderrickhayes,4,1,9,2,I gentle lovely man better understanding human naturei respect woman good sense humor,man in red shirt is walking down the street,1
4391, sgtdickeyw,7,1,9,2,widower since 5 years boring real lonely since love dance write read poems go beacham say believe honesty looking long term relationship someone love always good bad time,man in red shirt is standing in front of crowd,1
4392, Sgtjennifer,4,0,11,0,Am cool loving person I would like meet kind faithful sincere man could become friend mine first I could completely trust I also looking sociable understanding person make lifelong partner He must fun outgoing companies wit conversation For I believe marriage routine thrilling eventful adventure And I interesting person,two men are playing on the grass,1
4393, SgtLauseng,4,1,9,2,Here features discipline would like know I kind big heart full love I would like give woman could appreciate itI sincerecareful trustful reliable purposeful I good sense humorI know people cant bored I always work perfection domains Im straightforward kinda man like things done way service Militaryill say im perfectionistso much id rather write askI hppe find woman wholl best friend buiild share life happiness,man in red shirt is walking on the side of mountain,1
4394, sgtsamada,4,0,2,3,viewing profile interest meeting contact sgtsamadagmailcom,two girls are playing in the street,1
4395, Sgtterri77,4,0,9,1,avery humble kind acaring My name SgtTerri single never married am35 years United state looking interested relationship friendship marriage orlongterm relationship jusst fun ro dont know last life time,man in black shirt is standing in front of crowd,1
4396, shantelat,4,0,8,1,I mature confident positive funloving independent young heart lovely caring young lady fair complexion average heightI Love outdoors life laughing travelling fine dining beach movies going Im supportive spontaneous sexy sincereMy ideal match would someone honI kind sincere person I good sense humor like people always jolly dont like boring people I searching real relationships I ready create family person really love respect understandIm passionate caring intelligent independent woman need find one half share life together I active I spend lot time outdoors Also friends say im calm compassionate generous,man in red shirt is sitting on bench in front of house,1
4397, sharalis,4,0,1,0,simple woman nature always caring loving,man in black shirt is standing in front of crowd,1
4398, sharon77,4,0,2,0,I cool articulate talented openminded fun woman I respect opinion feelings people I like cooking reading nature music long hand hand walking swimming I want man wants create happy family love wants loved,man in black shirt and beard with black hair is standing in front of statue,1
4399, sharron661992,4,0,14,1,Im simple woman enjoy simplest things life I need man share nice life Serious relations I want love loved Honesty respect Easy pleasant interesting I dont look adventure I full heart share right man looking serious man educated Very willing keep warm friendly home family He desire grow career active professional field We common goals life move forward together He must able walk beside life passionate sexual man Are right man meyou hook 3377060762 leave MSG talbertsharron 200 gemail,two girls are sitting on the ground with her hair,1
4400, shelbimacon,4,0,14,1,Am open sensual kind gentle romantic different woman family oriented sensitive tender person I want give tenderness care special man I enjoy nature seeing stars night listening sounds nature near water swimming I love ocean sea I like traveling diving dancing drawingskating bowling billiards I enjoy music much Blues classical modern I understanding open minded heart forgiving loving caring sense humor hard working cheerful character honestsincere kind warm intelligent good looks People cant believe see photographs I look like mom I girl like running Saturdays,man in red shirt is standing in front of crowd,1
4401, sheldonstaggs,7,1,9,0,I married lost wife long battle cancerMay soul rest peace I want spend rest life someone friendly honest caring trustworthy God fearing I find much peace tranquility,two girls are playing in the grass,1
4402, sherri,4,0,9,1,Hello originally south africa currently based iraq military personel peace keeping mission earth lady believe sinerity looking perfect partner,man in black shirt is sitting on bench with her eyes on his head,1
4403, Sherrie13352,4,0,15,0,Hello name Sherrie Davis 30 years old single kid Dallas Texas USA Im looking man honest trusting loving kind caring faithfulness thats best qualities relationship Its little seven years since I dated anyone With honesty I looking serious long term relationship without head games,man in black shirt is standing in front of crowd,1
4404, sherrigallagher1970,7,0,9,2,I loving caring sharing kind heated warm accommodating compassionate tolerant laid back type outgoing welcoming people generally I like sing write poems listening music dancing beat swimming playing Basketball going GYM comedies I love public intimacy want good man good heart one good knowledge love knows woman treated age color difference matter long loves I want relationship last forever wont fade matter,man in black shirt is standing in front of crowd,1
4405, sherringcarl2k17,4,0,2,0,I really like paid attention profile I kind gentle time strong girl I like spend time noisy company friends relaxed atmosphere family I always opinion sometimes I advocate maintenance peace tranquilityEmail HangoutSherringcarl2k17Gmailcom,man in black shirt is standing in front of crowd,1
4406, sherryjoyce,4,0,14,0,type person always try make people laugh I always make sure share little I someone also satisfied whatever I,man in black shirt and beard with red hair is standing in front of crowd,1
4407, shirleyredrose,4,0,14,0,I dependable loyal trustworthy I enjoy outdoor activities adventures well conversations theatre movies intimate dinners,man in black shirt is standing in front of crowd,1
